Score,Summary,Text
5,Luzianne Seafood Coating Mix is a winner,We absolutely love this powder coating mix for white type fish filets that we cook on the stove top in olive oil.  Not too spicey for us.  Just right.
5,Puff,This a wonderful treat.  my 3 Labs just love them.  very healthy and natural.  the small cubes are great for hiding in toys and a great mental challenge for the dogs  to figure out to get to the treats. I work in the animal field and every dog I have come across just gobbles them up. Just a few little cubes go a long way
4,yum - cheese!,"If you love your cheese puffs as I do - this is a great product. The first bite is strong, then addictive. I mean, you're not going to be getting blue cheese on your Cheetos! This is great tasting organic food!"
1,Terra Kettles sea salt krinkle cut potato chips,"I was disappointed, the chips were very oily and tasted and smelled rancid....Since they are supposedly high end snacks they do not live up to their billing."
5,Strawberry Flavor,Love this in my plain yogurt.  About a forth of a package flavors a lot.  Stevia is a favorite with me as a sweetener and so far I have not received any bad ill effects from this all natural diabetic friendly source of sweetener.  This strawberry flavor seems to do the trick at putting a little more taste in my yogurt.
5,the best green tea,"I first tasted this tea when I visited Okinawa.  The Japanese have all sorts of vending machines, everywhere!  This is such a tasty, earthy flavored tea.  I order by the case.  I used to order it directly from ItoEn, but Amazon is less expensive.  Thanks for carrying this product.  If you like this tea, try the green-jasmine, it's excellent also."
5,Best stevia chocolate yet!,"I have been testing various stevia-sweetened chocolate, looking for a brand or supplier that would provide a dark chocolate without all the sugar.<br /><br />This one is excellent! Very dark but smooth without being bitter and no weird stevia/metallic aftertaste. I will order again!<br /><br />By the way, if you are not a dark chocolate fan OR if you are still eating/using products that contain real sugar or other artificial sweeteners, you may not like this product. The sweet taste is different from sugar/AS!"
3,It was very yummy but very soft!,"I was really excited to get this Quaker Soft Baked Cookie in the Oatmeal raisin flavor because this is one of my favorite flavors. Over all the flavor was fabulous with just the right amount of raisins, but I found it to be toooo soft. I do like soft cookies but I had a hard time eating this cookie because it was so soft it crumbled in my fingertips as I tried to take bites so I had to eat it over the wrapper carefully. I also let my 7 year old son and my 12 year old daughter try bites and they loved it and did not care that it was soft and crumbly at all. Overall I would recommend trying them because the flavor is good and maybe they are not all that soft."
5,Awesome and Wonderful Nutiva Coconut Oil,I am so happy I purchased this item.  It was better than I expected and I will definitely order again.  The consistency was perfect and the taste heavenly.  I can cook with it and use it as a facial spa treatment.  What more could a girl want?
1,Worst smelling incense ever...,"I love the smell of lavender, it has a herbal and floral scent while still remaining masculine. I've used ""Yardley's of London Lavender Soap"" daily for years, I even use lavender fabric softener and washing detergent. And this incense smells good in the box... but when it's burnt it reminds me of the smell of a nursing home. You ever visited that old lady's apartment who sits by the window and smokes cigarettes? I have a great-aunt like that and her place has a very distinct smell... and that's exactly what ""HEM Precious Lavender"" smells like. It's just plain gross. Although I can see others may enjoy this scent, it's definitely a ""love or hate"" type thing. There's no middle ground here. One star because it has no redeeming value."
1,DIDNT GET ALL THEY PROMISED!,"DO NOT ORDER THESE!! Im EXTREMELY disappointed!! I was told I would get an assortment that included several varieties in the product description, and was only given HALF of what I was told I would get! They left out a LOT of the flavors I really wanted to try. I cant return this per the policy on this product which is stupid since its the fault of the packager (it was shipped to me in a brown bag...someone obviously puts them together, so its not prepackaged), and I cant apparently contact the seller either to tell them to make it right. WILL NOT ORDER AGAIN!!!"
5,Use your bean.....,"....and buy Camellias when you're making Red Beans and Rice. As a New Orleans expatriate, I can verify that no other brand of bean produces the same results (ie, thick, creamy gravy) when you're trying to cook this dish. Simply sort (very few bad beans or dirt in this product), wash, soak overnight, then throw 'em in a pot with onions, celery, bay leaves, a little minced garlic and water (a pretty good recipe is printed right on the back of the packaging). Add salt, pepper, cayenne and tobasco to taste. If you like a heartier variety, throw in a hamhock, andoille sausage or some diced ham that's been browned in a skillet. Serve over rice. It's the Monday lunch and supper of choice in New Orleans for over a hundred years. The best buck-and-a-half food bargain there is......."
5,Extremely convenient,"I really appreciate being able to toss a packet into my diaper bag for going out.  Although I am breast-feeding, nothing is worse than a super hungry 3 month-old at a time when I cannot immediately feed him.  So, I carry a bottle and a pack of formula just in case.  I have also measured formula into ziploc baggies, but it is not nearly as easy to pour and is less convenient."
